Content,Stars,titre,origine,jour,mois,année,Pays
My boy loves this game very much.,5,SUPER SMASH BROS,AMAZON,9,10,2021,Royaume-Uni
Was a gift that got rave reviews.,5,SUPER SMASH BROS,AMAZON,10,8,2021,États-Unis
One of the best games on the switch. Endless hours of gaming.,5,SUPER SMASH BROS,AMAZON,7,9,2021,Royaume-Uni
"Another great Smash Bros release. Lots of modes, characters and other features. A fun game play both on big screen and hand held modes. Online mode playing against other players works well too. I was pleased to see animal crossing characters featured and looking forward to upcoming updates and packs with other characters (Joker from Persona 5 particularly!). I have played this for many hours  and it's still fun with lots still to do. A must for Switch - recommend!",5,SUPER SMASH BROS,AMAZON,6,3,2019,Royaume-Uni
Il miglior smash ma il dlc costano 1000 soldi,5,SUPER SMASH BROS,AMAZON,2,12,2021,Italie
Hours of gameplay for my son and still not bored in fact it's his go to game. I was worried at age 5 nearly 6 he may struggle to get it (people had said he may) but he picked it up easily and absolutly loves it,5,SUPER SMASH BROS,AMAZON,9,8,2020,Royaume-Uni
"Firstly it would be 4.5 if I could.Have only had this a few days but its alot of fun. Challenging but accessible. Plenty of solo options and online is fine so far(by nintendo standards though)My only criticism is nitpicky in that in hectic 8 player action on a large map it can be hard to follow the action.Performance on the system is amazing though, smooth as butter.",5,SUPER SMASH BROS,AMAZON,18,6,2019,Royaume-Uni
the game is really fun and the characters are cool inside the game 10000/10,5,SUPER SMASH BROS,AMAZON,4,3,2021,États-Unis
Like quite a few others there was no game inside.  I can see from other reviews I was not the only one this has happened to so this may be a production problem. Amazon sent a replacement the next day with no fuss. The game is fantastic and lots of fun.  Because the issue was resolved so quickly and the game is so much fun I don't feel the need to take any stars off now.,5,SUPER SMASH BROS,AMAZON,12,3,2019,Royaume-Uni
Certain movement does not input through what ever that means. I’m not a gamer that’s just my sons opinion I’m reviewing.,4,SUPER SMASH BROS,AMAZON,23,7,2020,Royaume-Uni
"This game is one of the best things since sliced bread. If you have siblings or kids that bring out the rage monster in you then use smash ultimate to destroy them. With over 70 characters there are so many fighting styles so much potential. I've played this for countless hours now with my brothers, it's phenomenal.The story mode is expansive for a game all about brawls. It's a new world in smash and I'm here for it",5,SUPER SMASH BROS,AMAZON,8,2,2019,Royaume-Uni
I bought it for my grandson and he enjoys it,5,SUPER SMASH BROS,AMAZON,6,5,2021,États-Unis
"I used this game to smash my brother over the head, it gave him quite the fright.",5,SUPER SMASH BROS,AMAZON,27,7,2021,Royaume-Uni
Very fun and addictive game to play with your Friends,5,SUPER SMASH BROS,AMAZON,22,4,2021,États-Unis
"This game puts other fighting games to shame. Loads of characters, loads of stages, loads of game modes, activities and a lengthy story mode.The fighting is easy to learn, hard to master and also very fun.Graphics are great, 60 fps like most Nintendo flagships.Music is awesome too, theres music for every stage!If you own a switch, you should add this to your library.",5,SUPER SMASH BROS,AMAZON,2,8,2019,Royaume-Uni
Really fun game for the whole family,5,SUPER SMASH BROS,AMAZON,3,6,2021,États-Unis
Smash Bros has been a superb game since I first played it on the N64. It’s carried across consoles really well and the newest addition on the switch with new characters is a fabulous addition to the Smash Bros family!,5,SUPER SMASH BROS,AMAZON,31,8,2020,Royaume-Uni
Bought this for my husband and he loves it. Great graphics and play quality. Good for single player and multiplayer. Visuals equally good on switch screen or or our TV. Played with friends and family from 9 to 75 and all seem to enjoy.Since I bought it on presale Amazon also offered it at the cheapest price before delivery meaning I was refunded £2 when it was delivered because I became cheaper than when I had ordered it.,5,SUPER SMASH BROS,AMAZON,8,1,2019,Royaume-Uni
Quite a cool game to see old school characters and new background/game plays come back for this round of Smash Bros. The more you work through one player mode the more you actually learn the moves. You can unlock new characters by playing either single or team mode which is a bonus.,4,SUPER SMASH BROS,AMAZON,17,1,2019,Royaume-Uni
"Game itself is brilliant, but was disappointed that the packaging was damaged when it arrived - box is cracked and won’t close.",4,SUPER SMASH BROS,AMAZON,11,5,2020,Royaume-Uni
Game is interesting but in my opinion too random,4,SUPER SMASH BROS,AMAZON,12,12,2020,Royaume-Uni
tutto ok,5,SUPER SMASH BROS,AMAZON,30,12,2021,Italie
"Dear Seller, please update the product description to mention that this is the Middle East/Southeast Asia Regional Version of the game.I live in the US and was expecting to receive the US regional version of the game, however, I received the Middle East/Southeast Asia regional version instead. While this version of the game would work on my switch, it can cause issues with downloaded DLC (which I plan on getting in the future). As such, I'll be returning the game and looking for the US copy elsewhere.",3,SUPER SMASH BROS,AMAZON,24,1,2019,États-Unis
"Very enjoyable, a tonne of replay value, good to play alone even better with other people. One of the best games I've ever played",5,SUPER SMASH BROS,AMAZON,17,4,2021,Royaume-Uni
This product is a blast so much fun,5,SUPER SMASH BROS,AMAZON,3,4,2021,États-Unis
Good,5,SUPER SMASH BROS,AMAZON,15,8,2021,États-Unis
Must buy game for switch,5,SUPER SMASH BROS,AMAZON,6,8,2021,Inde
justo lo que pedí.,5,SUPER SMASH BROS,AMAZON,7,6,2021,États-Unis
Mi ha arrivato veloce sono contento,5,SUPER SMASH BROS,AMAZON,23,11,2021,Italie
It will be a cartridge. No need to worry if it is a code or a disc. Great product,5,SUPER SMASH BROS,AMAZON,8,3,2021,Inde
"Really enjoyed it, played with my brother previously before buying but always lost, glad i got it hopefully my skills have improved",5,SUPER SMASH BROS,AMAZON,24,4,2021,Royaume-Uni
"I had this on Gamecube and still love it. I'm able to play with my siblings, just like old times. I highly recommend it, especially during these times.",5,SUPER SMASH BROS,AMAZON,30,4,2020,États-Unis
My nephew loves his birthday game. It arrived quickly in good condition and has given hours of fun,5,SUPER SMASH BROS,AMAZON,27,5,2021,Royaume-Uni
"Habe smash schon immer geliebt und als es dann für die Switch rauskam, musste ich es mir einfach bestellen. Sehr cooles Spiel mit Freunden. Man kommt ordentlich ins schwitzen",5,SUPER SMASH BROS,AMAZON,20,3,2021,Allemagne
"Great mario game for my 8yr son, the fighting element was different to the racing or arcade style types.  Deffo worth buying 👌🏻",5,SUPER SMASH BROS,AMAZON,18,2,2021,Royaume-Uni
Came within one day of ordering!  Very satisfied with product.,5,SUPER SMASH BROS,AMAZON,2,1,2021,États-Unis
I bought this for my grandson who was thrilled with it. Excellent product and service from Amazon.,5,SUPER SMASH BROS,AMAZON,12,5,2021,Royaume-Uni
Very well-received gift for my 29 yr old! Making me look foolish for telling her 20 yrs ago that it was 'just a fad'!,5,SUPER SMASH BROS,AMAZON,23,1,2021,Royaume-Uni
Our 9 year old son love this game. Can be difficult to navigate and understand terminology so we needed to go online for help but over all an exciting game that incorporates characters from multiple switch games including Ring Fit.,5,SUPER SMASH BROS,AMAZON,11,5,2020,Royaume-Uni
Bought for my 9yr old son & he loves it,4,SUPER SMASH BROS,AMAZON,31,7,2020,Royaume-Uni
"Bought as a Christmas present for our oldest grandson, his beaming smile when he opened it on Christmas Day was enough to give this 5 Stars",5,SUPER SMASH BROS,AMAZON,26,12,2020,Royaume-Uni
"Great game, bought on offer, really enjoying it. DLC is pricy, but nothing the seller here can do about that!",5,SUPER SMASH BROS,AMAZON,31,3,2021,Royaume-Uni
In the most perfect condition i can imagine.. totally new wrapping.. its like i bought it new at gamestop basically xD,5,SUPER SMASH BROS,AMAZON,6,6,2020,États-Unis
very good,5,SUPER SMASH BROS,AMAZON,9,9,2021,Royaume-Uni
Exactly what was listed! Very pleased and prompt delivery!,5,SUPER SMASH BROS,AMAZON,26,12,2020,États-Unis
"Awsome Game to play with your family, Little hard to learn, but fun once you are familiar with the game",5,SUPER SMASH BROS,AMAZON,2,1,2021,Inde
"There was a slight delay in delivery, but during such a difficult time the company did what they could to satisfy me and make up for it. Thanks again for everything, the product itself was perfect, would highly recommend!",5,SUPER SMASH BROS,AMAZON,9,4,2020,Royaume-Uni
Kids play for hours,5,SUPER SMASH BROS,AMAZON,5,8,2021,Royaume-Uni
Having not played a smash game since melee on the Gamecube the gameplay was instantly recognisable. Plus with a massive roster of characters the unlock theres a lot to do and plenty of options to play with your favourite. Plus theres a story mode which while the plot is questionable it adds a bunch of special rules matches which mix it up. In short HIGHLY RECOMMENDED.,5,SUPER SMASH BROS,AMAZON,12,1,2019,Royaume-Uni
Brilliant game fun for all ages with a great local and multiplayer gameplay experience. Only downside being that their can be some minor lag spikes when playing online,4,SUPER SMASH BROS,AMAZON,16,7,2019,Royaume-Uni
Fantastic game to chill with and great with a group!,5,SUPER SMASH BROS,AMAZON,2,6,2021,Royaume-Uni
Grandson loves this game got him it for his birthday 🎂,5,SUPER SMASH BROS,AMAZON,22,4,2021,Royaume-Uni
"El juego que no pasa de moda , se lo he comprado a mi hijo pero es para un rango amplio de edades , además hay muchos torneos online . Todo un acierto .",5,SUPER SMASH BROS,AMAZON,14,11,2020,Espagne
Fast delivery was bought as a present but they loved it!!,5,SUPER SMASH BROS,AMAZON,12,5,2021,Royaume-Uni
"I have to say this is one of my favourite Games accross all platforms.  I’ve put so many hours into this game and I’m still hooked, there are so many different modes to play and a huge variety of characters and move sets.I even take my switch to work and we okay it in table top mode which is always good fun.",5,SUPER SMASH BROS,AMAZON,24,1,2019,Royaume-Uni
Perfetto. Mio nipote dice che funziona benissimo,5,SUPER SMASH BROS,AMAZON,10,10,2021,Italie
"Pre-ordered this item and it came on the release date. It was well packaged and nothing was damaged with the game box it came in, as it was pre-ordered Amazon informed me of the price guarantee and I did end up getting some money back on. Overall the game itself works fine and I've enjoyed countless hours on it already and can't wait to play more.",5,SUPER SMASH BROS,AMAZON,17,12,2018,Royaume-Uni
"Oltre all'ottimo prezzo la spedizione è stata molto veloce.Il gioco in se è degno della sua fama, divertente con molte modalità di gioco.",5,SUPER SMASH BROS,AMAZON,15,3,2021,Italie
Bien. Caro como todos los juegos,4,SUPER SMASH BROS,AMAZON,27,1,2021,Espagne
"The kids absolutely love this game. I use to love the earlier Smash Bros when I was younger, so I watched the kids play and it brought back the memories.The game is really vibrant, fast paced and generally a good laugh with your friends and family.If you don't have any friends or family, just get drunk and go at it alone!... 😂",5,SUPER SMASH BROS,AMAZON,22,12,2018,Royaume-Uni
"Gioco splendido, ormai è diventato il fulcro delle nostre feste, le risate sono garantite",5,SUPER SMASH BROS,AMAZON,19,7,2021,Italie
Arrived a bit late but quite normal with the lockdown.My son will be happy to get it so all good,5,SUPER SMASH BROS,AMAZON,15,11,2020,Royaume-Uni
"Our family has had hours of enjoyment from this game. It's truly the gift that keeps on giving. We love the multiplayer mode best, and with so many characters to play as, it never gets old.",5,SUPER SMASH BROS,AMAZON,20,2,2020,Royaume-Uni
"This game is great for solo play, and co-op! It's a fighting game with personality, and it's not violent considering it's a fighting game. Very playful and fun, no blood here!The ""World of light"" story is HOURS and HOURS long, and is so fun! Only downside is the story isn't co-op, but you could take it in turns to play. Would highly recommend!",5,SUPER SMASH BROS,AMAZON,9,12,2018,Royaume-Uni
"Love this game, pick up and play and enjoy from day one, will take months to master. Very complex range of attacks, parries and special moves, really much deeper fighting mechanic than it seems by appearance.",5,SUPER SMASH BROS,AMAZON,16,2,2020,Royaume-Uni
My son loves it. I can't tell you much other than the characters and graphics look excellent,5,SUPER SMASH BROS,AMAZON,27,12,2020,Royaume-Uni
Bel gioco firmato Nintendo,5,SUPER SMASH BROS,AMAZON,18,10,2021,Italie
This has to be hands down the best Smash game ever made. They is so much too do and lots of Characters to pick from. They are so many characters from different game each offering different fighting styles. Not tried the Spirts mode yet. Just been busy unlocking all the  Characters. This is a must Buy game for Nintendo switch owner.,5,SUPER SMASH BROS,AMAZON,7,1,2019,Royaume-Uni
Great game great fun good for family friends and everything else in between..  Son loves it mom loves it mate loves it even the bloomin dog loves it! How can you not it's Maaarriiiooo!! :),5,SUPER SMASH BROS,AMAZON,29,1,2020,Royaume-Uni
The product came as described(New). There were no problems and delivery was on point.,5,SUPER SMASH BROS,AMAZON,7,7,2020,États-Unis
Need a refund,4,SUPER SMASH BROS,AMAZON,14,9,2020,États-Unis
"What a beautiful love letter to not only Smash fans, but longtime gamers who have always dreamed of having a massive gaming crossover like this.Gameplay is the best it's ever been since Melee. The graphics are gorgeous considering it's running on a tablet and over-all the game is overflowing with content! Money well spent and a must-have for any Switch owner.",5,SUPER SMASH BROS,AMAZON,23,12,2018,Royaume-Uni
Awesome game. Kids love it.,5,SUPER SMASH BROS,AMAZON,8,6,2021,Royaume-Uni
My 12 year old son loves this game. He loves the levels and challenges.,5,SUPER SMASH BROS,AMAZON,22,6,2020,États-Unis
Very happy my son loves this game,5,SUPER SMASH BROS,AMAZON,4,5,2021,Royaume-Uni
Kids absolutely love this. They can either play against each other or as a team.,5,SUPER SMASH BROS,AMAZON,21,1,2021,Royaume-Uni
It is just good old fun.,5,SUPER SMASH BROS,AMAZON,12,5,2021,Royaume-Uni
It’s a good game. It’s a nice addition to the Smash series. The adventure mode is not co-op incase anyone was wondering. The co-op feature is enjoyable. This item arrived on time. All in all it was worth it!,5,SUPER SMASH BROS,AMAZON,30,11,2019,Royaume-Uni
All I expected and then some,5,SUPER SMASH BROS,AMAZON,11,11,2020,États-Unis
The game was alright. lost interest fast.,5,SUPER SMASH BROS,AMAZON,18,4,2021,Royaume-Uni
destroying my friends in family in this game is the most fun I’ve had in a while 3 stock omega stages only.,5,SUPER SMASH BROS,AMAZON,29,1,2020,États-Unis
The fam and I love it. We scream and have a stupidly fun time. Esp the first time arpund figuring out all the specials. Wasn't expecting jigglypuff to do what she does.,5,SUPER SMASH BROS,AMAZON,6,6,2019,États-Unis
Kid loves it,5,SUPER SMASH BROS,AMAZON,18,1,2021,États-Unis
"Only Nintendo could market a product as something that you can play anywhere and then tell you that you need to buy a LAN cable to play the most popular game on it. Even with a LAN cable it isn't great, there's lag in most matches and some are just totally unplayable. The game itself is great fun offline or playing with friends and the number of characters, stages and modes is fantastic.",3,SUPER SMASH BROS,AMAZON,14,1,2019,Royaume-Uni
Works and delivered on time. Thanks,5,SUPER SMASH BROS,AMAZON,1,5,2021,Royaume-Uni
Grandson loves it! Got it for his birthday. Made him happy which makes me!!😁,5,SUPER SMASH BROS,AMAZON,7,6,2020,États-Unis
"I can hardly believe all I get is an empty box but it’s true. Horrible quality control, horrible experience. Not recommended at all.",1,SUPER SMASH BROS,AMAZON,24,8,2022,Royaume-Uni
My granddaughter loved super smash.  It was a total hit.,5,SUPER SMASH BROS,AMAZON,6,8,2020,États-Unis
My son loves this game it’s perfect for him!,4,SUPER SMASH BROS,AMAZON,11,4,2020,États-Unis
Brand new game and fun to play competitively,5,SUPER SMASH BROS,AMAZON,15,9,2020,États-Unis
good :),5,SUPER SMASH BROS,AMAZON,11,7,2021,Royaume-Uni
Bought as a Christmas gift for my grandson and he loves it.,5,SUPER SMASH BROS,AMAZON,20,1,2021,Royaume-Uni
Ordered a bundle and after my prime was revoked the order auto cancelled. The same night it automatically re-ordered the bundle and yet I was only charged for the game. The steelbook hasn't even reached tick no 1 on the tracker and this is the second time it has been delayed. I had to cancel the whole order including the game (even though I received the game) just so I could reorder the steelbook,3,SUPER SMASH BROS,AMAZON,11,12,2018,Royaume-Uni
"My son absolutely loves this, and so do his college mates. Might not be my type of thing (like the long adventure type like Zelda series) but the music options are excellent, the graphics look great and the number of options/choices are massive and increase as you go along. Looks like it will have a LOT of mileage.",5,SUPER SMASH BROS,AMAZON,9,12,2018,Royaume-Uni
"Can't get my son off it some days 😆Definitely a family favourite, this gets us all young and old playing together.",5,SUPER SMASH BROS,AMAZON,29,7,2020,Royaume-Uni
I got the Game through seller Global IQ! It came super fast and was packaged perfectly. The game is very fun for the whole family. The makers were super creative in designing all the different levels.,5,SUPER SMASH BROS,AMAZON,2,1,2019,États-Unis
Grandson wanted this for his birthday and said it was very good. Like all games expensive but he enjoyed it.,4,SUPER SMASH BROS,AMAZON,4,8,2019,Royaume-Uni
I used this product for recreational purposes and loved playing it however it came a day late.,4,SUPER SMASH BROS,AMAZON,23,9,2019,Royaume-Uni
Everything works great.,4,SUPER SMASH BROS,AMAZON,29,7,2020,États-Unis
"great game, fun for the whole family!",5,SUPER SMASH BROS,AMAZON,7,9,2020,États-Unis
No problems 10/10 fresh clean box also,5,SUPER SMASH BROS,AMAZON,10,3,2021,Royaume-Uni
This game is amazing and there has been no problems with the game at all,5,SUPER SMASH BROS,AMAZON,27,10,2020,Royaume-Uni
Good game,5,SUPER SMASH BROS,AMAZON,27,6,2021,Royaume-Uni
Great super mario game for our teenager,5,SUPER SMASH BROS,AMAZON,18,2,2021,Royaume-Uni
My niece loves this game and so do I.,5,SUPER SMASH BROS,AMAZON,29,12,2020,Royaume-Uni
Smash Bros gets better and better! If you've ever played the past versions of this game you're in for a treat. Worth purchasing!,5,SUPER SMASH BROS,AMAZON,30,5,2020,Royaume-Uni
So far works great. Love this game and so does my son :).,5,SUPER SMASH BROS,AMAZON,29,4,2020,États-Unis
This is a great game. My only complaint is the online is a bit laggy and there is some input lag. This will hopefully be fixed in a future patch,4,SUPER SMASH BROS,AMAZON,31,12,2018,Royaume-Uni
My kids are loving this game!!!,4,SUPER SMASH BROS,AMAZON,17,2,2020,Royaume-Uni
The game is just a fun fighting game. Level design is great and there are plenty of things to unlock as you play. Level design is also fantastic.,5,SUPER SMASH BROS,AMAZON,5,4,2019,États-Unis
Wo ho ho kirby go :0 <,5,SUPER SMASH BROS,AMAZON,31,1,2021,Royaume-Uni
Son was happy to get this game.,5,SUPER SMASH BROS,AMAZON,19,7,2020,États-Unis
Product came quick and my son will love it!,5,SUPER SMASH BROS,AMAZON,20,6,2020,États-Unis
Awesome game for me and my son to play! Greta team battles,5,SUPER SMASH BROS,AMAZON,12,4,2020,États-Unis
Liked the game but delivery was a little late,4,SUPER SMASH BROS,AMAZON,11,2,2020,États-Unis
its a really great game with not much to go wrong. only thing i dislike is an issue with nintendos online service but thats isnt really part of the game,5,SUPER SMASH BROS,AMAZON,2,1,2020,Royaume-Uni
Best game ever its here and its great,5,SUPER SMASH BROS,AMAZON,25,6,2020,États-Unis
"Fast shipping, love this game I’ve always wanted super smash bros and I finally have it!",5,SUPER SMASH BROS,AMAZON,14,2,2020,États-Unis
it works as it should.,5,SUPER SMASH BROS,AMAZON,10,3,2021,Royaume-Uni
"Prima di tutto: pur essendo la versione per il regno unito ha la localizzazione in italiano e non presenta differenze con il titolo venduto nel nostro paese.Sul gioco ci sarebbe molto da dire, ma per brevità mi limiterò a dire che pur essendo ""un gioco di lotta"" non è neppure lontanamente simile ai picchiaduro dove si vince semplicemente premendo tasti a caso. Nel gioco ci sono moltissimi personaggi del mondo Nintendo, ognuno con le sue peculiarità.",5,SUPER SMASH BROS,AMAZON,28,1,2019,Italie
Pre- Ordered this and still waiting for Nintendo to send the link for the free stuff. Great game but don’t hold your breath for the freebie!,4,SUPER SMASH BROS,AMAZON,26,1,2019,Royaume-Uni
GameCoolI main snakeWhat are you gonna do?,5,SUPER SMASH BROS,AMAZON,19,5,2020,États-Unis
"Lots of action, fast paced bashing, you won't be disappointed.",5,SUPER SMASH BROS,AMAZON,24,10,2020,Royaume-Uni
"Excelent game, attention to detail, fantastic graphics, massive game that will occupy you for months. if I have to find a flaw that is that (unless if I am wrong) if you want to play online it can be only 1p against rest of online people. not more than 1player",5,SUPER SMASH BROS,AMAZON,19,12,2018,Royaume-Uni
Havent seen the kids for days. Brilliant.,5,SUPER SMASH BROS,AMAZON,29,12,2020,Royaume-Uni
My 7 year old is happy.,5,SUPER SMASH BROS,AMAZON,24,7,2020,États-Unis
"Brilliant game, in my opinion best Smash Bros Brawl game ever. I highly recommend it!",5,SUPER SMASH BROS,AMAZON,19,8,2020,Royaume-Uni
Good product,5,SUPER SMASH BROS,AMAZON,6,5,2021,Royaume-Uni
Got it Not played yet....,5,SUPER SMASH BROS,AMAZON,24,12,2020,Inde
delivered quickly and absolutely a ton hours of game. :) Party classic!,4,SUPER SMASH BROS,AMAZON,21,8,2019,Royaume-Uni
Delivered on timeHappy with game,5,SUPER SMASH BROS,AMAZON,13,1,2021,Royaume-Uni
"The game did meet the expectations; great game that they achieve. Generation after generation they keep improving and staying up to the expectations. A great game with a very fun and engaging solo mode, because sometimes you don't want to just beat other characters.",5,SUPER SMASH BROS,AMAZON,10,3,2019,Royaume-Uni
Haven’t played it myself but bought as a gift for my teenage soon for his Switch and he seems very pleased with it.,4,SUPER SMASH BROS,AMAZON,5,2,2019,Royaume-Uni
Just got it thanks 🙂🤘,5,SUPER SMASH BROS,AMAZON,2,2,2021,Royaume-Uni
Very pog,5,SUPER SMASH BROS,AMAZON,25,10,2020,États-Unis
"A fun game, but a bit challenging when it comes to fighting other players.",5,SUPER SMASH BROS,AMAZON,28,1,2020,États-Unis
I think it was a good game but it just wasn’t right for me,4,SUPER SMASH BROS,AMAZON,2,7,2019,Royaume-Uni
A great addition to the series,5,SUPER SMASH BROS,AMAZON,5,1,2021,Royaume-Uni
"Similar to games like Mario Kart, this game is enjoyable solo, but comes to life when played with friends and family. Would highly reccomend. :)",5,SUPER SMASH BROS,AMAZON,17,1,2020,Royaume-Uni
Great game! All the characters are back and if I had any friends I’m sure it would be a great multiplayer game!,5,SUPER SMASH BROS,AMAZON,7,3,2020,Royaume-Uni
"Must have in your nintendo switch. Amazing, like a dream for a true gamer",5,SUPER SMASH BROS,AMAZON,18,7,2020,Royaume-Uni
El juego cumple lo esperado. Era un regalo y le ha gustado muchísimo.Envío muy rápido.,5,SUPER SMASH BROS,AMAZON,30,12,2020,Espagne
My 10year old son enjoys this game,4,SUPER SMASH BROS,AMAZON,22,10,2019,Royaume-Uni
"The box is grate grate however as for the game i have no idea if its good or not as the seller shipped me an empty box so nice one for that. My brother was a bit gutted when he opened his birthday gift...Judging by other comments on here it is a common issue, would avoid buying this on Amazon.",1,SUPER SMASH BROS,AMAZON,19,1,2022,Royaume-Uni
"Very fun, dlc characters are worth it",5,SUPER SMASH BROS,AMAZON,24,5,2020,États-Unis
Our grandchildren love it! They were all excited when it was opened!,5,SUPER SMASH BROS,AMAZON,16,2,2020,États-Unis
"My son loves this game and is really happy to finally have his own copy. Having had a go myself, it is definitely addictive!",5,SUPER SMASH BROS,AMAZON,14,1,2020,Royaume-Uni
Our grandson just loves playing,5,SUPER SMASH BROS,AMAZON,21,6,2020,États-Unis
"Absolutely crazy game. Like Street fighter 2 on steroids but for kids, with every character from every game you can think of.",5,SUPER SMASH BROS,AMAZON,13,2,2020,Royaume-Uni
"First game in the series for me, and I'm looking forward to finish off getting the characters and trying to take it seriously and learn a few characters that seem pretty cool plus some of my favourite Pokemon as well. Worth the purchase, 9/10.",5,SUPER SMASH BROS,AMAZON,18,12,2018,Royaume-Uni
Have a Switch? Then this is a must have game for you. You will get updated version right from factory. SSBU is the best!,5,SUPER SMASH BROS,AMAZON,4,4,2020,Inde
Got quickly,4,SUPER SMASH BROS,AMAZON,23,1,2020,Royaume-Uni
"I got it for my garandson, he plays it with his brothers every weekend. I would definately recommend it to anyone",5,SUPER SMASH BROS,AMAZON,25,2,2020,Royaume-Uni
Gioco regalato ad un bambino. Contentissimo,5,SUPER SMASH BROS,AMAZON,8,6,2021,Italie
Good,4,SUPER SMASH BROS,AMAZON,24,5,2020,États-Unis
"This game is pretty much for those who grew up with the games and those just starting the series... basically everyone. You have a lot of options in stages and unlocking charactsrs gets more and more satisfying. Seriously, if you can, pick it up!",5,SUPER SMASH BROS,AMAZON,9,12,2018,Royaume-Uni
AAAA👌👌👌,5,SUPER SMASH BROS,AMAZON,4,4,2021,Royaume-Uni
Phenomenal game. Everything I expected it to be and more. Every switch owner should get it and every non-switch owner should seriously consider getting one and getting it. The delivery was 2 days late but that was no fault to the product itself.,5,SUPER SMASH BROS,AMAZON,12,12,2018,Royaume-Uni
Very entertaining - bought the steelbook edition but the two came separately (one game in normal case and then one steelbook) so beware of this if buying as a gift as it won't be shrinkwrapped in the steelbook.,5,SUPER SMASH BROS,AMAZON,12,4,2019,Royaume-Uni
"My first Super Smash Bros. And it is amazing!! So much fun and easy to pick up!! Loads of people have said how great this is compared to previous versions, but this one really is worth buying for all types of players.",5,SUPER SMASH BROS,AMAZON,24,12,2018,Royaume-Uni
"Perfect smash Bros game, easy to pick up the fighting and rewarding to master. A must have for any switch owner.",5,SUPER SMASH BROS,AMAZON,29,1,2020,Royaume-Uni
Yes,5,SUPER SMASH BROS,AMAZON,4,10,2020,États-Unis
Sehr gutes Spiel,5,SUPER SMASH BROS,AMAZON,18,4,2021,Allemagne
"Great game! Fun and addictive, worth the money. The game is hard to master, but if you practise you will get better at the game",5,SUPER SMASH BROS,AMAZON,11,11,2019,Royaume-Uni
This game is fun yo! Awesome cool bruh! Smash on yo! 🤣,5,SUPER SMASH BROS,AMAZON,7,1,2020,États-Unis
Yes,5,SUPER SMASH BROS,AMAZON,12,3,2021,Royaume-Uni
👍,5,SUPER SMASH BROS,AMAZON,19,3,2021,Royaume-Uni
Absolute joke. My child opened this for Christmas. Cellophane wrapper all the way round except on the boxes opening. He opened it up and there’s no disc inside…. Either it’s dropped out in transit or someone has been very sneaky!! I’ve spent a lot of money on this and it’s one of his main presents that he really wanted. Absolutely gutted is an understatement!!!!!,1,SUPER SMASH BROS,AMAZON,25,12,2021,Royaume-Uni
Best game ever,5,SUPER SMASH BROS,AMAZON,6,8,2020,États-Unis
"Fantastic game, its the reason i decided to get a switch, it brings back so many memories playing brawl on the wii with my brother. Really happy i finally get to play smash again.",5,SUPER SMASH BROS,AMAZON,2,6,2019,Royaume-Uni
"great game, fast paced button basher",5,SUPER SMASH BROS,AMAZON,11,11,2020,Royaume-Uni
"Alles top gern wieder , Gruß aus Salzgitter",4,SUPER SMASH BROS,AMAZON,11,11,2019,Allemagne
Great game,5,SUPER SMASH BROS,AMAZON,27,8,2020,États-Unis
Enough said I'd say. Great game. Would recommend to anyone who likes fighting games and beating up Luigi with Sonic.,5,SUPER SMASH BROS,AMAZON,22,1,2020,Royaume-Uni
Son very happy.,5,SUPER SMASH BROS,AMAZON,18,1,2021,Royaume-Uni
Great game,5,SUPER SMASH BROS,AMAZON,11,2,2021,Royaume-Uni
Bought for my 8 year old son and he’s had hours of fun.,5,SUPER SMASH BROS,AMAZON,17,5,2020,Royaume-Uni
Great game that keeps on giving.,5,SUPER SMASH BROS,AMAZON,31,10,2020,Royaume-Uni
My grandson LOVED this delivery.I purchased this for him for Thanksgiving.,5,SUPER SMASH BROS,AMAZON,2,12,2019,États-Unis
Bought for the other half for Christmas. I haven't played it but all the lads I know are massive gamers in every form and all of them love this game. As they says it's mad and like the original,5,SUPER SMASH BROS,AMAZON,5,1,2019,Royaume-Uni
Great item thank you,5,SUPER SMASH BROS,AMAZON,13,12,2020,Royaume-Uni
"A lovely game, full of character(s) and fun. I play is as a casual game to and from work.",4,SUPER SMASH BROS,AMAZON,2,1,2019,Royaume-Uni
To much fun. Shipping was fast and game works perfectly.,5,SUPER SMASH BROS,AMAZON,9,1,2020,États-Unis
Always popular because multiplayer potential,5,SUPER SMASH BROS,AMAZON,5,11,2020,Royaume-Uni
Love this game. I still have no idea how to play it but that's the main fun!,5,SUPER SMASH BROS,AMAZON,9,2,2020,Royaume-Uni
Present for someone,4,SUPER SMASH BROS,AMAZON,19,9,2019,Royaume-Uni
Bought this for my boyfriends Christmas present and he seems to really like it! I love super mario and it’s so cool how lots f main characters from different games have merged together into one game in super smash bros.,5,SUPER SMASH BROS,AMAZON,8,1,2019,Royaume-Uni
BIRTHDAY PRESENT FOR MY GRANDSON,5,SUPER SMASH BROS,AMAZON,30,10,2020,Royaume-Uni
Best Super Smash bros with so many characters. The game play is smooth and the characters are balanced.,5,SUPER SMASH BROS,AMAZON,12,1,2020,Royaume-Uni
Sind sehr zufrieden....schnelle Lieferung,5,SUPER SMASH BROS,AMAZON,18,2,2021,Allemagne
Gift for my son for his switch for Christmas.,5,SUPER SMASH BROS,AMAZON,31,12,2019,États-Unis
