Content,Stars,titre,origine,jour,mois,année,Pays
Super jeu mon fils fan de Mario adoreLe prix est plus que correcte par rapport à ce qu’on trouve en magasin !,5,MARIO KART 8 DELUXE,AMAZON,12,3,2021,France
Super jeux moins cher que sur le site de la nintendo,5,MARIO KART 8 DELUXE,AMAZON,16,7,2021,France
Très bien,4,MARIO KART 8 DELUXE,AMAZON,27,3,2021,France
"Génial ! Livraison hyper rapide, produit hyper bien protéger. Le jeu est au top ma nièce adore !Le jeu est en français et en bon état !Je recommande +++",5,MARIO KART 8 DELUXE,AMAZON,10,11,2020,France
Livraison rapide et conforme. Mario Kart j’y joue depuis 20 ans mais j’arrive pas a m’en lasser!!!!0,5,MARIO KART 8 DELUXE,AMAZON,6,5,2021,France
Produit conforme à la description. RAS,5,MARIO KART 8 DELUXE,AMAZON,20,9,2021,France
"Un bon Mario Kart comme on les aime. Attention, si vous jouez à deux, vous aurez chacun un morceau de la manette Switch qui se sépare en deux. C'est petit. On arrive à s'en servir mais les plus jeunes préféreront peut-être avoir une manette entière. Il faut donc prévoir l'achat d'autres manettes si vous désirez jouer à + de deux ou si vous avez de trop grosses mains !",5,MARIO KART 8 DELUXE,AMAZON,24,9,2018,France
Tres fun comme jeux en multi reçut dans les temps.,5,MARIO KART 8 DELUXE,AMAZON,24,7,2021,France
Top pour toute la famille,5,MARIO KART 8 DELUXE,AMAZON,5,10,2021,France
"J’adore !! Comment ne pas retomber en enfance avec ce jeu ?! Il est super, les design et qualités sont superbes ! RIEN À DIRE !",5,MARIO KART 8 DELUXE,AMAZON,8,1,2021,France
"Le jeu : SuperLe service Amazon : NickelLa livraison : 12 jours en prime pour un produit en stock, merci Mondial Relay 👍",5,MARIO KART 8 DELUXE,AMAZON,19,1,2021,France
Un jeu parfait autant solo qu'en familleUne vraie éclate,5,MARIO KART 8 DELUXE,AMAZON,19,7,2021,France
"J'avais déjà le jeu sur Wii U sans les DLC et là je découvre tout le contenu additionnel qui m'avait échappé.Le jeu est excellent, tourne en 1080p et 60 FPS constant, on peut y jouer à 2 avec les 2 joycons (pas besoin d'acheter une manette supplémentaire).Le online est un peu mal fait avec des déconnexions intempestives, peut être que ça sera mise à jour.Après ça reste du bon MK, du fun, de la vitesse et l'univers Nintendo",5,MARIO KART 8 DELUXE,AMAZON,1,5,2017,France
Mario kart est super simple à jouer et super marrant moi et mes amis nous passons beaucoup de temps à jouer je recommande ce jeu et en plus livraison très rapide,5,MARIO KART 8 DELUXE,AMAZON,9,10,2020,France
"Jeu sympa pour jouer seul ou à plusieurs. Les enfants sont ravis, les grands aussi 😉 seul bémol le prix",4,MARIO KART 8 DELUXE,AMAZON,27,9,2020,France
Bon prix et toujours aussi cool.Meme s'ils ne vaut pas celui de la GameCube !,5,MARIO KART 8 DELUXE,AMAZON,19,4,2021,France
Se refaire un Mario kart sur Switch,5,MARIO KART 8 DELUXE,AMAZON,21,8,2021,France
Trop fun pratique qd on a pas bcp de temps pour jouer ... On se laisse prendre au jeu,5,MARIO KART 8 DELUXE,AMAZON,26,3,2021,France
Super jeu entre amis,5,MARIO KART 8 DELUXE,AMAZON,1,10,2021,France
article conforme à la description très contente de le posséder,5,MARIO KART 8 DELUXE,AMAZON,9,7,2021,France
Conforme à la description,5,MARIO KART 8 DELUXE,AMAZON,5,10,2021,France
"Alors oui c'est un portage du jeu sur Wii U mais personnellement j'ai fais l'impasse sur la Wii U donc je suis extrêmement satisfait par cet excellent jeu que je recommande pour passer de bonnes soirées entre amis et avec la famille.Le jeu est beau, fluide sur la Switch, complet avec les DLC et c'est certainement le Mario Kart le plus aboutit depuis la version Game Cube. Un Must Have dans votre ludothèque !",5,MARIO KART 8 DELUXE,AMAZON,3,11,2017,France
"Parfait, rien à dire",5,MARIO KART 8 DELUXE,AMAZON,3,10,2021,France
"Jouer de Mario Kart depuis la version sur NES dans les années 80, je n'avais pas joué à Mario Kart depuis la version 3DS. Quel plaisir de retrouver ce jeu dans ce nouvel opus sur la switch !! Grande variété des pistes des karts, des personnages sans oublier tout ce qu'on débloque au fur et à mesure. Tout cela sans oublier la possibilité de jouer à 4 en local !!! Bref on s'éclate !!!!",5,MARIO KART 8 DELUXE,AMAZON,31,1,2018,France
"Nous avons reçu le jeu hier et nous en sommes très content, la famille s’amuse beaucoup, des bonnes soirées de prévu tous ensemble. Je recommande",5,MARIO KART 8 DELUXE,AMAZON,17,12,2020,France
"Boîte de jeux reçue sans le jeu à l’intérieur !!!! Inadmissible , je demande le replacement",1,MARIO KART 8 DELUXE,AMAZON,6,12,2022,France
Très bonne cartouche de je ma fille adore merci beaucoup au vendeur et nintendo,5,MARIO KART 8 DELUXE,AMAZON,2,5,2021,France
"Emballé dans son plastique avec logo Nintendo, à l'air donc conforme. Beaucoup moins cher que dans le commerce donc je suis satisfaite !",5,MARIO KART 8 DELUXE,AMAZON,8,1,2021,France
"Super jeux , fun , j’adore",5,MARIO KART 8 DELUXE,AMAZON,31,8,2021,France
Parfait. Pas besoin de commentaire il s'agit d'une référence dans la marque NintendoLe jeu indispensable à procéder.,5,MARIO KART 8 DELUXE,AMAZON,17,3,2021,France
J AI reçu le colis vide sans la carte à l interieur,1,MARIO KART 8 DELUXE,AMAZON,28,12,2022,France
recu sans le jeu dans la boite,1,MARIO KART 8 DELUXE,AMAZON,8,1,2023,France
Conforme,4,MARIO KART 8 DELUXE,AMAZON,3,3,2021,France
"Parfait ! Livre même un jour plus tôt que prévu, l'état est neuf donc parfait, le jeu en lui même est d'une très grande qualité et ne présente aucun défaut =)",5,MARIO KART 8 DELUXE,AMAZON,4,9,2020,France
Bien,5,MARIO KART 8 DELUXE,AMAZON,28,10,2021,France
Excellent prix et jeu à avoir absolument,5,MARIO KART 8 DELUXE,AMAZON,3,8,2021,France
"Bonjour à tous !J'ai commandé ce jeu pour y jouer sur ma Nintendo Switch.Et bien je ne regrette pas du tout cet achat ! C'est idéal pour jouer à plusieurs, c'est une vraie partie de plaisir collective !Cela rappelle vraiment les jeux rétro sur les premières Nintendo, donc j'apprécie vraiment !Si mon commentaire vous a été utile, n'hésitez pas à le signaler !",5,MARIO KART 8 DELUXE,AMAZON,9,5,2018,France
"Très bon jeu, reçu rapidement et ma fille a été heureuse de le recevoir pour son anniversaire : 10ans.",5,MARIO KART 8 DELUXE,AMAZON,5,3,2021,France
Je kiffe jouer à Mario Kart je joue beaucoup à ce jeux,5,MARIO KART 8 DELUXE,AMAZON,23,5,2021,France
"Très contente, le jeu fonctionne à merveille et c'était moins cher qu'en magasin.(Attention, on n'obtient pas de point or, la date d'achat étant dépassée.)",5,MARIO KART 8 DELUXE,AMAZON,24,11,2020,France
Super jeu. Malgré tout on fait très vite le tour des circuits,5,MARIO KART 8 DELUXE,AMAZON,16,5,2021,France
"Le jeu reste fidèle a lui même, plein de circuits, fun garanti.A plusieurs c'est le top, rigolade assurée et moment partagé en famille.",5,MARIO KART 8 DELUXE,AMAZON,11,11,2020,France
Un cadeau très apprécié.,5,MARIO KART 8 DELUXE,AMAZON,5,9,2021,France
Le jeu livré sans la carte game.,1,MARIO KART 8 DELUXE,AMAZON,1,1,2023,France
"Livraison des le lendemain, réception du colis en tres bon état. Achat qui a le fait le bonheur de mon petit mec et de ses Parents.",5,MARIO KART 8 DELUXE,AMAZON,6,10,2020,France
Tout est dans le titreUn classique de la firme Nintendo dont on ne se lasse pasLe petit plus du jeu : Un mode qui permet aux enfants de s'amuser avec les grands puisque l'on peux bloquer le kart afin qu'il suive sa trajectoire sans se retourner ...Je recommande vivement ce jeu,5,MARIO KART 8 DELUXE,AMAZON,23,4,2019,France
"Formidable version de Mario Kart qui compilent un maximum d'éléments et de courses des éditions précédentes. Graphismes magnifiques, fluidité du jeu même en jouant à 4 en simultané sur la TV. C'est un titre incontournable de la Switch, surtout pour y jouer en multi! A la maison les parties à 4 sont devenues un rituel depuis l'achat de ce jeu qui permet autant aux enfants qu'aux adultes de s'affronter.",5,MARIO KART 8 DELUXE,AMAZON,2,4,2018,France
Produit conforme. Arrive dans les temps.Ça reste un mario kart mais ça fait du bien de pouvoir jouer à la nouvelle version.Rien à dire si ce n’est le prix avantageux par rapport à la version électronique ou en magasin!,5,MARIO KART 8 DELUXE,AMAZON,6,1,2020,France
"Excellent jeux, c'est pour mon neveu à Noël, il va être très content. Commande et livraison super rapide, rien à dire.",5,MARIO KART 8 DELUXE,AMAZON,14,12,2020,France
Un grand classiqueSuper jeu,5,MARIO KART 8 DELUXE,AMAZON,10,8,2021,France
Bien mais répétitif,5,MARIO KART 8 DELUXE,AMAZON,12,9,2021,France
Le jeux est un des meilleurs de la switch!,5,MARIO KART 8 DELUXE,AMAZON,21,6,2021,France
Offert en cadeau mais possédant déjà le jeu : c'est le cadeau parfait.Excellent jeu pour petit et grand.Livraison Amazon au top comme d'habitude,5,MARIO KART 8 DELUXE,AMAZON,21,10,2020,France
"Que dire sur Mario Kart ?Vous ne connaissez pas la formule ? C'est du fun, vraiment, pensé pour être partagé à plusieurs, de sorte que chacun s'amusera quelque soit son niveau.Vous connaissez la formule ? Je trouve que c'est le meilleur opus de la série, en terme de mécaniques. Le jeu tourne à 60 FPS constants sur la Switch, c'est cool :)",5,MARIO KART 8 DELUXE,AMAZON,31,5,2018,France
Très bon jeux pour toute la famille sur un seul écran. Un classique de nintendo.,5,MARIO KART 8 DELUXE,AMAZON,12,3,2021,France
Un jeu pour petits et grands ... même pour les tout petits nouvelles fonctionnalités pour l aide à la conduite ...! Bien vu Monsieur NINTENDO...On ne peux s en lasser des heures et des heures de jeux garantie u,5,MARIO KART 8 DELUXE,AMAZON,26,1,2020,France
"Bien, dommage un peu de retard sur la livraison",4,MARIO KART 8 DELUXE,AMAZON,16,11,2020,France
Du pur bonheur ce mario kart ! Le mode battle est ce qu'il y a de plus énorme ! Du fun de la technique en online c'est génial.. La possibilité du 200cc en online est excellente (impossible sur Wii U) je ne pensais pas que j'utiliserai le 3ieme mode de boost (violet) aussi souvent !  C'est bien le meilleur mario kart jamais sortie ! Et quelle qualité en 1080p 60 fps !!,5,MARIO KART 8 DELUXE,AMAZON,29,4,2017,France
"Excellent jeu à jouer en famille, l'incontournable Mario Kart sur Nitendo Switch avec un jouabilité et des graphismes à couper le souffle. Cerise sur le gâteau moins cher sur Amazon que chez d'autres commerçants et/ou le eshop",5,MARIO KART 8 DELUXE,AMAZON,2,3,2020,France
La disquette est manquante dans la boîte,1,MARIO KART 8 DELUXE,AMAZON,25,12,2022,France
"Rapport produit/coût : positif, rien à redire, délais respectés, conformité à la description, ... AMAZON a rempli (encore une fois) son contrat, (je suis un particulier ...)",5,MARIO KART 8 DELUXE,AMAZON,23,8,2020,France
Ras ....super jeux de switch pour toute la famille surtout pour les fan de Mario je recommande ce jeux.,5,MARIO KART 8 DELUXE,AMAZON,4,12,2020,France
"Je mets 5 étoiles pour le jeu mais je suis assez mécontent du prix garanti le plus bas en effet j'ai précommandé le jeu à 49,90 euros reçu le 28/04 et comme par hasard le jeu est passé à 44,90 euros le 29/04 sans que ceux qui ont précommandé ne bénéficient de cette baisse de prix.Ça me donne envie d'annuler toutes mes précommandes...Pas très commercial de la part d'Amazon cela ressemble même plus à une arnaque.",5,MARIO KART 8 DELUXE,AMAZON,2,5,2017,France
Je l'ai acheté pour mon fils pour Noël super content et je te parle avec je recommande vraiment,5,MARIO KART 8 DELUXE,AMAZON,4,1,2021,France
C'est HONTEUX article reçu mais sans le jeux...,1,MARIO KART 8 DELUXE,AMAZON,18,12,2022,France
Merci a vous amazon. J'aime trop et l'ai reçu tres vite,5,MARIO KART 8 DELUXE,AMAZON,4,5,2021,France
Mythique Mario Kart!!! Très bon jeu familiale!!! Pour tous les ages!!! A acheter les yeux fermés!!,5,MARIO KART 8 DELUXE,AMAZON,30,1,2021,France
Très bon jeux les graphismes sont juste super très jolie et les enfants s'éclatent,5,MARIO KART 8 DELUXE,AMAZON,18,3,2021,France
Voilà 5 fois que être premium pour la livraison ne sert à rien. Après avoir raté une présentation au boulot grâce à leur fausse date de livraison cela va encore être le cas avec MK8. C'est pas grave en soit mais qu'est-ce que c'est lourd de payer pour rien en fait vu que les livraisons désormais prennent le même temps et parfois plus que si on était pas premium.Une honte. Je me désabonne du premium qui n'aura été utile que moins d'1 an finalement. Dégouté.,5,MARIO KART 8 DELUXE,AMAZON,28,4,2017,France
Ce jeu est idéal pour les crises de rire en famille. C'est toujours bien d'avoir des jeux inter générationnel où l'on peut s'amuser avec nos enfants. Je conseille fortement ce genre de jeux ça me rappelle les soirée jeux de société de mon enfance.,5,MARIO KART 8 DELUXE,AMAZON,11,9,2019,France
"J'ai pris la version boite qui est quand même 15 € moins cher et j'en suis très satisfait.Les avantages de la version boite :- on peut se les échanger entre amis- les revendre si jamais le jeux ne vous plait pas- gagner des points Or MyNintendo- ne pas saturer votre espace disque de la Switch.Sinon le jeux est très bien, il est mieux graphiquement que la version Wii U.Profitez du mode Online qui sera gratuit jusqu'à Septembre.",5,MARIO KART 8 DELUXE,AMAZON,17,2,2018,France
"Le produit multimédia n'a pas pu être chargé.Bonjour,  je suis dégoûté pour ma filleul elle a ouvert la boîte et elle est vide que puis-je faire 😡😡😡😡😡",1,MARIO KART 8 DELUXE,AMAZON,29,12,2022,France
"rien à dire, produit moins cher sur amazon et correspond à ce que l'on cherche",5,MARIO KART 8 DELUXE,AMAZON,10,2,2021,France
"Livraison très rapide .Le livreur a déposer simplement dans la boîte au lettre, c'est bête qu'il n'a pas sonner a l'interphone.Le jeu est top.",5,MARIO KART 8 DELUXE,AMAZON,30,6,2020,France
Nous avons reçu une boîte vide. Naïf nous avons cherché un code de jeu partout pensant que ce n'était pas une carte mais un code pour installer le jeu. Mais non rien. Il y a bien l'emplacement de la carte mais RIEN. Nous les appelons dès demain et espérons avoir gain de cause. Pour le prix d'un jeu pareil destiné à notre nièce nous sommes simplement écœuré.,1,MARIO KART 8 DELUXE,AMAZON,1,7,2022,France
Neuf sous blister impeccable,5,MARIO KART 8 DELUXE,AMAZON,10,8,2021,France
Ce cadeau a fait plaisir à celui qui la reçu donc je pense qu'il doit être sympa.,5,MARIO KART 8 DELUXE,AMAZON,28,12,2020,France
Comme sur description,4,MARIO KART 8 DELUXE,AMAZON,22,12,2020,France
"Ce Mario Kart est un sans faute, beau, fun et complet. Nombreux circuits, modes de jeux et nouvelle catégorie 200cc (où l'utilisation du frein est enfin justifiée).Clairement un des meilleurs opus de la série, un must-have donc ;)",5,MARIO KART 8 DELUXE,AMAZON,29,11,2019,France
super moins chère que en magasin ! livraison le lendemain je recommande,5,MARIO KART 8 DELUXE,AMAZON,12,4,2021,France
"Excellent jeu ! La commande Amazon s'est très bien passé, très bon emballage, comme d'habitude, pas de problème.Je conseille les jeux pour tous ceux qui aiment jouer entre amis ou se confronter à d'autres sur internet.Il y a beaucoup de cartes, beaucoup de mots de jeux, c'est vrai bien fait.En plus, on peut jouer à deux (physiquement) sur internet, et ça c'est génial.",5,MARIO KART 8 DELUXE,AMAZON,27,6,2017,France
"Bon jeu. Comme tous les Mario kart, ce jeu est super sympa et on passe de bons moments.",5,MARIO KART 8 DELUXE,AMAZON,20,11,2020,France
"C'est le jeu qui m'a fait acheter la switch !Pour ceux qui n'ont pas eu la wii U, c'est la magie de mario kart, partout, chez soi, dehors, seul ou a plusieurs.Correspond parfaitement a la philosophie de cette console ! On détache les joycon et hop 2 joueurs, qu'importe l'endroit ou nous sommes.Parfaitement fluide et coloré à souhait, de grands moments de plaisir en perspective !",5,MARIO KART 8 DELUXE,AMAZON,5,5,2017,France
"Mon fils de 5 ans  et ma fille de 7 ans s'amusent tout autant que moi. Facile à prendre en main, drôle. Cela rappelle le mario kart quand nous étions enfants. Topissime pour jouer à 4.",5,MARIO KART 8 DELUXE,AMAZON,6,1,2020,France
"Très bien reçus , dans les temps , bien emballerMaintenant reste plus que a y jouer 😁",5,MARIO KART 8 DELUXE,AMAZON,2,12,2020,France
"Très satisfait,  confort à l image et neuf",5,MARIO KART 8 DELUXE,AMAZON,13,5,2021,France
j'ai reçu un fourreau vide sans la cartouche,1,MARIO KART 8 DELUXE,AMAZON,9,12,2022,France
Jeux qui n'est plus à présenter mais à un tarif imbattable.,5,MARIO KART 8 DELUXE,AMAZON,16,4,2021,France
Un sketch!Il manque le jeu dans la boîte (parfaitement fermée sous blister)Super effet pour un cadeau d'anniversaire.Du jamais vu!,1,MARIO KART 8 DELUXE,AMAZON,19,10,2022,France
"Toujours la même histoire, reprise des circuits existants et quelques nouveaux (au total 48).Pleins de kart et de personnages.C'est un jeu fun et le mode à 4 sur TV est top.Les kart répondent super bien aux manettes de la switch, c'est un vrai plaisir de jouer.",5,MARIO KART 8 DELUXE,AMAZON,5,4,2019,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,21,8,2021,France
"Bon jeu, arrivé en avance merci",4,MARIO KART 8 DELUXE,AMAZON,26,10,2020,France
"Video Player is loading.Play VideoPlayMuteCurrent Time/DurationLoaded:0%Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedSubtitlescaptions and subtitles off, selectedAudio TrackFullscreenThis is a modal window.Quand mon fils a ouvert son cadeau aucun jeu  dans la boîte 😤😡🤬",1,MARIO KART 8 DELUXE,AMAZON,31,12,2022,France
Un jeux excellent sa fai plaisir de retrouver mario kart mon fils il adore,5,MARIO KART 8 DELUXE,AMAZON,12,2,2021,France
Grande fan de Mario je ne suis pas déçue je retrouve le jeu de mon enfance en mieux! Toujours aussi bien!,5,MARIO KART 8 DELUXE,AMAZON,16,9,2020,France
"Une valeur sûre ! Les enfants adorent, les parents aussi. Livraison rapide efficace",5,MARIO KART 8 DELUXE,AMAZON,11,3,2021,France
"plusieurs parcourt ,plusieurs personnages , des heures de jeux en perspective, jeux super hilarant ,on y joue très souvent",5,MARIO KART 8 DELUXE,AMAZON,14,10,2020,France
Mon neveu de 7 ans a adoré ce jeu switch !,5,MARIO KART 8 DELUXE,AMAZON,3,4,2021,France
"Une valeur sûre !! Un incontournable à avoir sur la Switch. Aussi bien à 1 joueur que à plusieurs ! Même ma copine qui n’aime pas les jeux vidéo me gonfle pour que je contre elle (La pauvre je la torche a chaque fois :) ) Durée de vie exceptionnelle et gros coup de cœur pour le circuit spécial Zelda, magnifique !!",5,MARIO KART 8 DELUXE,AMAZON,25,11,2017,France
"Juste excellent !! Un jeux très complet avec des graphismes exceptionnels. Pour petits et grands, que du plaisir!",5,MARIO KART 8 DELUXE,AMAZON,30,10,2020,France
"Rien à dire.Très bien emballer, reçu rapidement et toujours un  plaisir de jouer à un Mario!!",5,MARIO KART 8 DELUXE,AMAZON,3,11,2020,France
"Ayant fait l'acquisition d'une Nintendo Switch, j'ai décidé d'acheter Mario Kart 9 afin de passer de bons moments à la maison comme au travail pendant les pauses repas.Objectif atteint, nous faisons de belles parties dans tous les modes de jeu disponibles !Le jeu est fidèle à la licence, très coloré, avec plein de karts et de personnages disponibles.",5,MARIO KART 8 DELUXE,AMAZON,17,11,2017,France
"Acheter pour un cadeau de Noël, donc pas encore testé. Reçu rapidement et correspond à ce que j'attendais.",5,MARIO KART 8 DELUXE,AMAZON,29,10,2020,France
tres bon jeu,4,MARIO KART 8 DELUXE,AMAZON,2,12,2020,France
"très bon jeu, rien à dire",5,MARIO KART 8 DELUXE,AMAZON,17,6,2021,France
cadeau,4,MARIO KART 8 DELUXE,AMAZON,11,12,2020,France
Reçu bien emballé content de mon achat,5,MARIO KART 8 DELUXE,AMAZON,25,5,2021,France
"Possesseur du jeu sur Wii U, j'ai voulu essayer cette nouvelle version. A part quelques contenus nouveaux (très très peu), le jeux est identique à la version Wii U. Graphiquement, aucun changement et niveau fluidité non plus, le jeux tournait déjà en 60 fps constant sur Wii U.Cette version n'est donc qu'un portage, clairement de tes bonne qualité mais sans réelles nouveautés.",4,MARIO KART 8 DELUXE,AMAZON,4,5,2017,France
"J'adore ce jeux, déjà avant j'adorais Mario Kart mais celui-là et aussi bien avec de superbes graphismes. Amusez-vous bien.",5,MARIO KART 8 DELUXE,AMAZON,5,10,2020,France
"super jeu, mon fils est ravi et tout la famille joue avec lui. Expédition rapide.",5,MARIO KART 8 DELUXE,AMAZON,1,1,2021,France
"Ce jeu était pour mon fils, mais j’y joue aussi parfois. Assez sympa même si il devient assez répétitif",4,MARIO KART 8 DELUXE,AMAZON,14,3,2020,France
Un super jeux des heures de fou rire avec mes 2 fils de 4et 7ans,5,MARIO KART 8 DELUXE,AMAZON,19,12,2020,France
Mon fils et moi sommes ravis et nous amusons les jours pluvieux,5,MARIO KART 8 DELUXE,AMAZON,22,2,2021,France
Tout bien,5,MARIO KART 8 DELUXE,AMAZON,9,8,2021,France
Top! Nan c'est vrai je vous jure sur la tête de mon pingouin unijambiste avec la tête de Florence Foresti !C'est vraiment de la qualité au niveau des graphismes. Rien à redire,5,MARIO KART 8 DELUXE,AMAZON,12,1,2020,France
Pas de jeux ds laboite,1,MARIO KART 8 DELUXE,AMAZON,9,12,2022,France
Super jeux de course en famille ou en solo et aussi pour l’apéro !,4,MARIO KART 8 DELUXE,AMAZON,18,6,2020,France
Film plastique très légèrement fendu et bien sûr pas de cartouche a l'intérieur. Du travail de pro !,1,MARIO KART 8 DELUXE,AMAZON,22,10,2022,France
"Un classique Mario, toujours aussi drôle et cool. Des circuits de l’epoque Sur les différentes console tel que la NES ou la 64, un vrai plaisir avec de beau graphisme.",5,MARIO KART 8 DELUXE,AMAZON,18,3,2020,France
Produit reçu dans les temps. Mais LA BOÎTE ET VIDE PAS DE JEUX DEDANS !!,1,MARIO KART 8 DELUXE,AMAZON,31,10,2022,France
"Comme convenu Nintendo nous déçois jamais, jeu addictif ,parfait pour passer de bon moment en famille ou entre amis",5,MARIO KART 8 DELUXE,AMAZON,4,9,2020,France
"L'emballage n'était pas assez protégé et il est arrivé ouvert. A part ça, article conforme, délais de livraison rapide, et rien à redire. Merci",4,MARIO KART 8 DELUXE,AMAZON,3,12,2019,France
"tout simplement génial, article reçu super rapidement. Mon fils adore, beaucoup de scène possible, je recommande fortement",5,MARIO KART 8 DELUXE,AMAZON,16,10,2020,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,13,8,2021,France
"très bon jeu fidèle aux mario kart, mais moins techniques que les précédents",5,MARIO KART 8 DELUXE,AMAZON,29,1,2021,France
Le jeu est génial !,5,MARIO KART 8 DELUXE,AMAZON,14,6,2021,France
Un jeu au top qui promet plein de niveaux et une multitude de personnages,5,MARIO KART 8 DELUXE,AMAZON,18,12,2020,France
Livraison rapide en plus de deux jeux rien a dire 👌🏻,5,MARIO KART 8 DELUXE,AMAZON,12,3,2021,France
Conforme à la déscription très bien emballé reçu en 2 jours 👌😉 recommande vivement.,5,MARIO KART 8 DELUXE,AMAZON,4,1,2021,France
"Le produit a été reçu rapidement !Excellent ! Pour ce qui connaisses les anciens jeux vont adoré, car ce jeu regroupe les anciens circuits ! Le choix des personnages est immenses ! Le nombres de circuits aussi. On peux jouer avec les petites manettes rouge et bleue avec ou sans volants et une manette pro !",5,MARIO KART 8 DELUXE,AMAZON,26,1,2018,France
Pour jouer c'est vraiment super pour ma fille de 7ans le reste de la famille !!!!! Très,4,MARIO KART 8 DELUXE,AMAZON,18,3,2020,France
tres bon jeux,5,MARIO KART 8 DELUXE,AMAZON,6,7,2021,France
"Nickel portage de mariokart 8 + nombreux dlc et jeux battle supplémenataire.un incontournableenvoi impeccable.seul bémol le prix déjà attractif mais amazon se dit être le moins cher et s'aligner, hors vu à carrefour à 42 euros en stock.j'avais déjà eu  la mauvaise surprise avec zelda breath of the wild.(dans le mêlme ordre de prix)Donc prospecter bien avant d'acheter.",4,MARIO KART 8 DELUXE,AMAZON,23,5,2017,France
Les avantages de la version boite :- on peut se les échanger entre amis- les revendre si jamais le jeux ne vous plait pas- ne pas saturer votre espace disque de la Switch.,5,MARIO KART 8 DELUXE,AMAZON,27,10,2019,France
Jeux bien adapté pour enfants et adultes très bien pour se divertir en famille,5,MARIO KART 8 DELUXE,AMAZON,18,12,2020,France
Pour tout ceux qui sont fan de la sage mais aussi ceux qui ne connaissent pas encore je pense que s'il y a bien un jeu à avoir sur la Switch c'est celui-ci. Je peux vous assurer que vous allez en passer des soirées à jouer avec vos amis sans voir le temps passer. Rigolade assurée,5,MARIO KART 8 DELUXE,AMAZON,26,2,2018,France
Un régale,5,MARIO KART 8 DELUXE,AMAZON,26,7,2021,France
Très bien tout est en ordre,5,MARIO KART 8 DELUXE,AMAZON,29,5,2021,France
Comme d’habitude ! Jamais déçue par un bon petit mario kart entre amis 😊,5,MARIO KART 8 DELUXE,AMAZON,11,12,2020,France
Livraison très rapide pour se produit en même pas une semaine je l'avais dans ma boîte à lettres mon fils on a voulu pour son anniversaire donc voilà il l'a eu,5,MARIO KART 8 DELUXE,AMAZON,11,1,2020,France
"Le jeu est super! De très beaux décors et de très belles couleurs, beaucoup plus de détails, toujours heureuse d’y jouer. Il y a beaucoup plus de circuit dans le Mario Kart 8 Deluxe, le seul petit point négatif c’est qu’ils ont enlever certains circuits qu’on connaissait très bien mais ça reste un excellent jeu.",5,MARIO KART 8 DELUXE,AMAZON,13,3,2018,France
La petite adore,5,MARIO KART 8 DELUXE,AMAZON,9,7,2021,France
Le jeu a que des points positifs.- Jeu très beau.- La batterie de la console s'épuise après 3h30 de jeu ce qui est très convenable.- Beaucoup de circuit a disposition.- Beaucoup de personnage jouable.- Très simple et agréable de jouer à plusieurs sur une console- Envoie rapide et en bonne état.Bonne route à tous !,5,MARIO KART 8 DELUXE,AMAZON,29,4,2017,France
"Video Player is loading.Play VideoPlayMuteCurrent Time0:00/Duration0:00Loaded:0%0:00Stream TypeLIVESeek to live, currently behind liveLIVERemaining Time-0:001xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedSubtitlesLégendes désactivées, selectedAudio TrackFullscreenThis is a modal window.J'ai reçu le jeu sans la cassette très déçue",1,MARIO KART 8 DELUXE,AMAZON,23,12,2022,France
Au top,5,MARIO KART 8 DELUXE,AMAZON,21,7,2021,France
conforme,4,MARIO KART 8 DELUXE,AMAZON,7,11,2020,France
Bien mais le problème quand il prend les cubes alors y a pas fusée n',4,MARIO KART 8 DELUXE,AMAZON,19,3,2020,France
"Je veux dire, c'est Mario Kart. C'est une valeur sûre... Vous savez très bien que chaque Mario Kart est un bon jeu, en plus d'être une bonne idée de cadeau que ce soit d'anniversaire, de noël ou d'autres fêtes... Bref, vous pouvez l'acheter les yeux fermés, c'est un excellent jeu.",5,MARIO KART 8 DELUXE,AMAZON,1,12,2018,France
Attention !! Il n’y a pas me disquette de jeu dedans !,1,MARIO KART 8 DELUXE,AMAZON,29,10,2022,France
"J’ai acheté ce produit pour mon neveu de 6 ans. Un classique lorsqu’on aime les jeux vidéos, il a adoré des la première  partie. Petits et grands tombent sous le charme et la facilité de jeux",5,MARIO KART 8 DELUXE,AMAZON,9,9,2019,France
Super jeux pour jouer à plusieurs c sympa,5,MARIO KART 8 DELUXE,AMAZON,19,4,2021,France
"Le jeu mythique de la saga Mario pour jouer entre amis, c'est le jeu à avoir sur la dernière console de Nintendo !Le jeu est le même que sur la Wii U  à la différence qu'il inclut de base tous les circuits sortis en DLC  (contenu additionnel) sur la console précédente.",5,MARIO KART 8 DELUXE,AMAZON,13,3,2018,France
fun,5,MARIO KART 8 DELUXE,AMAZON,30,7,2021,France
Parfait ! Supers moments avec les enfants ! Livraison rapide,5,MARIO KART 8 DELUXE,AMAZON,11,3,2021,France
Ce jeu mario kart est fidèle aux versions précédente que ce soit sur wii u ou wii  toujours autant de parties endiabléesJe recommande ce jeu,5,MARIO KART 8 DELUXE,AMAZON,22,3,2020,France
