review,score,titre,origine,date
I like the game it's fun to watch and play the one thing I wish it allowed you to use the sword attachment more than it does it makes you wait till you teach a certain point in the game before u can use it but *shrug* other than that it's a good game to play,10,ZELDA BOTW,AMAZON,2023-01-21
The Legend of Zelda: Breath of the Wild is the best game I have ever played. The Kingdom of Hyrule is so vast and has so many secrets to uncover. If you like Zelda (and open world games) this is a MUST HAVE!!! Plus the sequel releases soon.,10,ZELDA BOTW,AMAZON,2023-02-05
"Me gustó muchísimo, apenas jugué un par de horas pero va perfectamente bien, llegó muy bien, en perfectas condiciones y me alegró que también llegó 2 días antes de lo estimado.",10,ZELDA BOTW,AMAZON,2023-02-11
"Super juegazo! con armas, armaduras, escudos y arcos diferentes. Con enemigos difíciles pero divertidos. Los jefes y los combates son muy divertidos. Un muy buen juego de mundo abierto.",10,ZELDA BOTW,AMAZON,2023-02-01
Simplemente una Joyita,10,ZELDA BOTW,AMAZON,2023-02-09
"I want to start off by saying that this is the first Amazon Review I've ever written, so I hope it's of some use to at least one individual that stumbles upon it.Before I go into praising BotW I'd like to mention that there are frequent frame rate dips when playing the game on the Switch while docked. In handheld mode, this problem is all but nonexistent. Yes, there are times where it is noticeably annoying, but I would not go as far as to say that you shouldn't purchase this incredible game because of this issue.The Legend of Zelda: Breath of the Wild for the Nintendo Switch is a marvel to behold.Gameplay:The LoZ plays smoothly and responsively. When I first wrapped my fingers around the joy-cons and played this game, I felt like the placement of some of the commands felt a little out of place. Aside from the placement of the jump button (which can be changed) that forces you to claw the controller in order to run and jump, you end up getting used to the button layout. Unfortunately, there are a few connectivity issues with the joy-cons that Nintendo needs to improve upon, but if you're playing with a Pro Controller (highly recommended) than you won't need to worry about that. There are so many unique ways to combine food and other items in order to come up with creative dishes and elixirs to aid you during your journey. The combat is what you'd expect from a Zelda game, but with the inclusion of weapon durability and variety, no encounter is similar to the next. Also, Link can now scale almost anything due to a new climbing mechanic. It is the best feeling to climb up large mountains and look down at the gorgeous world that Nintendo has created for us. Sometimes you will reach the top of something just before running out of stamina, and I can honestly say that moments like these are what make the game feel so special.Difficulty:I wanted to touch on this a little bit because I for one don't consider many of the Zelda games to be especially difficult in terms of combat encounters, but this new entry changes that. If you're fighting multiple enemies at once, be prepared with a strategy beforehand or else get your butt handed to you. Enemies down the line will give you a hard time for sure.Environment:Breath of the Wild is a gorgeous game and saying that still doesn't do it justice. The art style fits perfectly with the series. The world is beautiful, vibrant, and very much alive. There will be moments where you'll just stop and enjoy the sunset just because of how much the weather impacts you throughout the game. After an entire night trying to climb cliffs in the rain, the sun rising and sky clearing is a brief moment of reprieve. The wildlife and assortment of plant life is extremely expansive in terms of diversity and uniqueness. There is just so much to look at. Not to mention, the map itself is HUGE! I've clocked almost 30 hours into the game and there are still many areas i have yet to explore. It's exciting to think about!Story and Characters:It's a Zelda game so you probably already know what to expect, but I think Nintendo has upped the game in this regard even still. The characters are each likable in their own way, and the relationships they have with each other make you enjoy the game even further. I don't want to go into too much detail about that for fear of spoilers but just know that the events of this story impact the characters in ways that give you an inviting insight into their emotions.Music and Voice Acting:The music is miraculous. Most of the time throughout your journey the only thing you will hear is the sounds... of nature. Birds chirping, deer running, horses galloping, rain falling, and lightning cracking. It's amazing! Of course when you enter a town or other occupied area, that's when the BotW soundtrack truly shines.This is the first time a Zelda game has included voice acting, and I'm here to tell you that you won't be disappointed. You will be very judgmental of the vocal performances at first, but that's only because it's SO WEIRD hearing real voices come from the characters that you've grown to know and love over the years. Once you get over that initial surprise you will begin to appreciate the performances, which I believe to be very well done. I absolutely love Zelda's voice actress. I was never a huge fan of the character myself, but I've adopted a whole new appreciation of the character by the way she's portrayed in this game.To wrap things up, I'd like to say that this game might be one of the few games ever created that is a MUST PLAY for anyone that's a fan of video games. It's just a fun, beautiful, memorable, and unique experience that anyone watching/playing can admire.I've played many incredible video games in my lifetime, but The Legend of Zelda: Breath of the Wild is the only one that forced me to write an Amazon Review.I'm absolutely positive that you will be 'blown away' by The Breath of the Wild ;)",10,ZELDA BOTW,AMAZON,2017-03-10
"This game is amazing it starts kinda slow, but as you build link up you start to really see how great this game is. With tears of the kingdom release scheduled in the next 5 months now is the perfect time to play this if you haven't already.",10,ZELDA BOTW,AMAZON,2023-01-22
"I never thought that I would ever play this game because I was afraid that I would not be able to pass it. And my brother told me to play it and after 2 months of endless deaths, I got used to it. The main priority is to not die and explore everything in the massive environment which is full of dangers. It is a very entertaining game and it took a while to get used to your abilities and how and when to use them in and out of the shrines after extensive training you get better with progression especially after you defeat the first major monster. The main monsters are easy after the first hit to their weakness they easily go down. I am replaying this game for the 3rd time and waiting for the next one in about 5 full months.",10,ZELDA BOTW,AMAZON,2022-12-04
El mejor muego,10,ZELDA BOTW,AMAZON,2023-01-26
Excelente,10,ZELDA BOTW,AMAZON,2023-01-27
"Amei, chegou rápido e tudo lacrado e muito bem embrulhado!",10,ZELDA BOTW,AMAZON,2023-01-21
One of the best exclusive from Nintendo! Never go wrong,10,ZELDA BOTW,AMAZON,2023-01-04
"This is how you revitalize a franchise that was starting to grow stale in it's formula. I bought a Switch just to play this game and I do not regret my purchase. I'm going to go over pros and cons to make this review a little easier to read.PROS:+ HUGE OPEN WORLD - Lots of interesting places and things to discover. It's quite exhilarating to scale a mountain in order to get a better view of everything around you and then paraglide to points of interest. If you can see a place on the map, you can get to it.+ COMBAT EXPERIMENTATION - Combat experimentation is fun and rewarding, for awhile (more explanation in 'cons' section).+ FUN AND VARIED COMBAT (FOR AWHILE) - Different enemy types are interesting and have specific tactics that clearly telegraph their moves making combat a rewarding learning experience and almost never feels cheap.+ RPG ELEMENTS - The RPG elements fit very nicely into the Zelda universe and give the game a lot of depth. Mountable horses have different stats, enemies can have different elemental types along with stronger variations, weapons, armor, and shields have wildly different stats and abilities, food and elixirs provide different buffs, etc.+ GAME DIFFICULTY - The game is relatively difficult compared to previous Zelda games. You really have to assess combat situations before entering the fray and many enemies are punishing. You will die, many times, but you do learn, with time, and with learning comes triumph and satisfaction. DLC adds Master Mode for the most hardcore players or those who found Normal too easy.+ COOKING SYSTEM - Cooking system is deep and rewards experimentation. Cooking not only allows for the crafting of meals and elixirs which gives you numerous buffs, but it's also one of the best ways to make money.+ WEAPON DURABILITY - Weapon and shield durability forces you to continually hunt for new gear and keeps combat interesting and tense. While I didn't think I would like this system at first, it makes for a much more engaging game than just getting a single, over-powered item and just relying on that the rest of the game, which would get boring, imo.+ SHRINES - There's over 120 'shrines' which are peppered all over the map which act like mini-dungeons. They usually can be completed in 10 minutes or less and usually involve the use of several of Link's Runes (that you get at the beginning of the game) that give you the ability to move metallic objects from a distance, throw bombs, summon ice pillars, or even freeze objects and apply force to them to launch into enemies or to other places to help solve puzzles. I love these shrines because they're fun to solve, and due to the game's physics engine, many can be solved in ways the developers probably didn't intend (look up YouTube videos on it). Shrines are short enough that they're not a huge time investment like normal Zelda dungeons that used to demand an hour+ of your time to complete, making them ideal for short gaming sessions.+ NO HAND HOLDING - Doesn't explain much, doesn't hold your hand, and expects you to learn everything from the world, NPCs, and experimentation.CONS:- BARREN FEELING OPEN-WORLD - The world feels very barren and empty, much of the time. Many say the map is 'dense' but I don't think that's an accurate word to describe it. The map is loaded with things to do, but there is lots of empty space between those points of interest. Think if you took the map of Skyrim (a game I would call 'dense') and expanded it by 3 times the size, including time to travel between points of interest. Horses don't really help with traversal especially when you're moving across mountainous or rocky terrain.- COMBAT GETS STALE - Combat experimentation becomes less effective as you become stronger. Ambushes with bombs, chu chu jellies, stasis, etc, all become less and less rewarding as enemies become stronger. Before, a carefully aimed bomb could kill an enemy, outright, or roll into barrels which would take out an entire encampment, now a bomb does roughly 5% damage and most other means are hardly worth the effort over just using brute-force. For a game that really rewarded this kind of behavior at the start, I was bummed that I couldn't rely on those tactics later in the game, adding to the combat feeling stale and repetitive after awhile.- CAN'T SUMMON HORSES FROM ANYWHERE - Horses cannot be summoned from anywhere. The DLC solves this with 2 different solutions, but it should have been in the base game and been an early quest/reward before you spend 50+ hours exploring the map. This was super frustrating to me when walking to Gerudo town, which ended up being close to 25 minutes of walking/running from the nearest shrine. A horse would have made this trek much more bearable but there were no stables nearby to even take it out of.- INVENTORY MANAGEMENT AND GENERAL UI - Inventory management and the menu UI could use a little work. While I loved having so many interesting items and ingredients to discover and experiment with, moving through the menus got tedious, especially when you have multiple pages of stuff to sort through or when you find new, better weapons/shields and have to go back into your menus to drop some to make space. Menus felt cluttered and even after 80 hours, I would still fumble through menus trying to do specific things.- PERFORMANCE AND LOAD TIMES - The game runs pretty well a majority of the time, but there are certain places where it will chug, specifically when there's lots of particle effects on-screen or there's a lot of things to render. This also makes load times get kind of old, as it can take up to 20 seconds to load into new areas or even just reload the area you are in, after dying. Even dying in a shrine results in a 10 second reload, which is baffling since they're not in the open-world and shouldn't take that long to render, especially when they've already been rendered before your death.- GRAPHICS - While the game looks pretty good most of the time, there's other times that the hardware limitations really show, like when you're trekking across big meadows or rocky mountains with little detail. It looks really good for a handheld system, but doesn't quite hold up to console standards, even compared to last gen.- EXPLAINS NOTHING - While I love that the game doesn't hold your hand, I was equally frustrated by not having a clue how to do certain things. While a purist would argue that all the answers are SOMEWHERE in the game or that you should just experiment, someone like me just doesn't have the patience to play 90% of the games content to then find out that a certain ability will significantly help map traversal and reduce travel time. I want to know these things up-front or at the latest, halfway through the game, since getting an ability to improve travel time feels less rewarding when I've already slowly trekked through a vast majority of the map at 60 hours. DLC rewards are not as great if you have nearly completed and covered the entire base game... what's the use of a horse or motorcycle you can summon anywhere if you don't have anything left to explore?Anyways, I absolutely love this game. Given the number of rather large gripes that I had with it, I felt like a 4 is a fair score. I really look forward to the next game but I hope people can acknowledge and admit the game's shortcomings, otherwise, these things won't be fixed in order to give us the most refined and amazing follow-up that we all are already salivating for.",8,ZELDA BOTW,AMAZON,2018-07-23
Jogo obrigatório pra quem possui nintendo switch!,10,ZELDA BOTW,AMAZON,2023-01-20
El juego te brinda horas y horas de diversión,10,ZELDA BOTW,AMAZON,2023-01-16
This is the greatest game I've ever played!,10,ZELDA BOTW,AMAZON,2023-02-09
"I've put somewhere between 50-75 hours into this game and I have to say that I just don't get the gushing, unqualified love for this game.  In fact, after about 10-15 hours, I was pretty close to just giving up on it, but I kept playing it expecting for it to click.  It never did.  In my view, it's a OK game, but that's it.  It's not the best game on the Switch, and it's not the best game in its genre.The good:- The developers obviously put a lot of time into the game, and it shows.  There are a lot of different landscapes, the artwork is interesting, and I can only remember one bug in all the time that I played.  It is a polished, finished game.  Especially with large, open-world games, that's pretty rare, and I appreciate that.- The controls are solid, although there is some awkward button-mashing required in spots that can be frustrating.  This is particularly true for the dodge mechanic, which requires a three-button combination that, if not executed just right, will just result in a crouch that gets you clobbered by a bad guy.- It's suitable for children, which is nice.  Few of these types of games are.The not so good:- The game is awfully repetitive.  There is a really big, open, world, and that's great.  Many of the areas have different artwork and are pretty to look at.  But really, most of the territories are basically the same with different artwork layered over the top.-With a big, open world, you would expect that there would be a lot to do.  There's really not, at least as far as I can tell.  There is a main quest and there is discovering shrines.  There are a handful of side quests, but they're pretty one-dimensional and involve either discovering a shrine or running an errand for someone.  Other games like this (Fallout, Skyrim, Witcher, Horizon Zero Dawn, GTA, etc.) have some pretty involved B stories that can be just as good as the main game.-BOTW is full of some interesting ideas that are executed in a way that just makes the game too tedious and downright boring in spots.  For example:- There are something like 120 shrines to discover.  That sounds like a lot, but all the shrines fall into one of three categories:  a fight, a platformer, or a puzzle.  Every shrine is a variation of one of those three, and with 120, that gets pretty old.  In Fallout 3, a much better game, each Vault had a different story and was relatively unique.  Because of that, they were quite fun and interesting to explore.  There's nothing interesting about the shrines in BOTW once you play the first few.  Beating the shrines is important to level up your character, though, so there is a lot of repetitive grinding.- There are a lot of mountains and cliffs in the game.  It makes for interesting landscape, and you can climb them, which is a cool and different idea, but climbing is very slow, and some of the cliffs are quite big.  It's just boring to sit there for 45-60 seconds doing nothing but holding the climb button.  Worse, sometimes it rains and the cliffs become too slick to climb.  But if you need to go up the cliff to get where you're going, there is nothing to do but stand there and wait for it to stop raining.  I've actually just put down the controller and left to make myself a sandwich while I waited for it to stop raining.  What's the point of that?-Speaking of rain, the weather changes.  That's neat I guess, but they've messed it up by making it a game mechanic.  Sometimes it will storm, so if you are holding a metal weapon or a metal shield, you'll get struck by lightning and die (this also causes an inventory management problem, which I discuss below).  It rains a lot in the game but doesn't always storm, so it's easy to miss when it starts if you're not paying attention.  You'll just be wandering around and then get struck by lighting and instantly die.  That's annoying.  It also goes from extreme hot to extreme cold rather quickly.  If you don't have the proper clothing, you will die very quickly.  So for example, in the desert, the daytime is very hot and the nighttime is very cold; each require special outfits.  This might be realistic, but time passes quickly and it gets old to have to keep changing outfits every five minutes.  Again, how is this a fun game mechanic?-There is a big, open-world map, so getting from place to place can be tedious.  Other open-world games, like Fallout or Witcher, solve this problem by being able to fast travel basically anywhere.  You can fast travel in BOTW, too, but you are limited to being able to fast travel only to two types of locations:  towers and shrines.  That means that after you fast travel, you often have a lot of walking (or worse, climbing) to get to where you want to go.  That's boring.  You can also get a horse, but because so much of the map is mountainous, their utility is rather low.- Your weapons and shields deteriorate.  That's fine, plenty of other games have done that.  But in those games, there is a way to repair your equipment.  In this game, there isn't, and most of the weapons will deteriorate very quickly--just a handful of fights with monsters.  So you have this perverse incentive when you get good weapons to not use them because of a concern that they will break and then you won't have them later for the boss battles or occasional more powerful monster that you run across.-  By itself, the deterioration issue probably wouldn't be terrible.  When it is combined with a limited inventory and specialized weapons, it becomes downright awful.  You only have a few weapons slots, but you have to horde weapons because you never know when they might break.  Worse, some monsters a particularly vulnerable to a single type of weapon--ice sword, fire sword, etc.  So you always want to make sure you have one of each of those.  And, when it storms, you can't use a metal weapon, so you have to keep a wooden weapon, too.  You wind up always fretting about what weapons to keep and which to drop, and when.  It's frustrating to drop a weapon that you need later because you didn't have room for it at the time.  It's just unnecessary.-To recover health, you have to cook meals in a pot.  That's fine, but it takes a lot of time and clicks to gather items out of your inventory and then a few more seconds for them to actually cook.  It doesn't sound like much, but if you want to prepare 10-15 meals to prepare for a boss battle (or because you don't have the proper equipment and need the temporary boost that a meal provides), it's really tiresome to sit at the fire and do stuff over and over again.- There are really only a handful of different monsters you fight.  The monsters that you meet in the first few minutes of the game will be seen through the rest of the game, except more powerful.  When you go to a new area, it's basically the same monsters, except there is an ""ice"" version, a ""fire"" version, or a ""skeleton"" version.In sum, the bones are here for a good game, but it's just not a good game.  I can tell they put a lot of work into the game, and for that I am appreciative.  But gosh, shouldn't the game be fun?  Three stars is as high as I can go, and that might even be a bit generous.If you like the open world game, you've probably already played many of the games that are far and away better than BOTW.  Fallout 3, New Vegas, Skyrim, GTA and Witcher (available on Switch) are clearly better.  If you are looking for an open world game that is suitable for a child, Lego City Undercover (available on Switch) is better than BOTW, and usually half the price.  If you also have a PS4, Horizon Zero Dawn is a game that has the same motif as BOTW, but is much, much better in nearly every way.",6,ZELDA BOTW,AMAZON,2020-12-31
Jogo mto divertido,10,ZELDA BOTW,AMAZON,2023-01-10
"I'll start this review by saying I've played a lot of Zelda games. As in nearly all of them, including any remakes and spin-offs. And while Breath of the Wild was groundbreaking in a lot of ways, I feel like it could have done better in certain aspects.Things I liked:The Open World - I absolutely loved the idea that you could run straight to Ganon if you so desired (and promptly get destroyed, but who cares?). And the fact that the world was so MASSIVE made it even more fun - there was always something undiscovered, something new with each and every playthrough. And the effects of the different areas, such as death by cold or heat, or weather conditions such as lightning, were awesome.The Monsters - the monsters were both challenging AND entertaining. I loved fighting them, and they were difficult enough that I've probably died more in this game than in any other Zelda game. I also really liked how they would react with certain weapons and situations, such as yelling at you in outrage if you stole their weapons, or would look around their surroundings for another item to throw at you (Moblins throwing other monsters, for example)The Clothes - I liked the styles for each individual outfit, and the benefits one could get if they fully upgraded them. However, in the end, I settled on making Link run around in nothing but his boxers for both the challenge and for the hilarity of it, but the fact that it's POSSIBLE makes it even better. Also the cross-dressing.Side-Quests - The sheer number of them was great, and some of the side missions (Pond of Love, anyone?) were hilarious and new.Cooking - the fact that you could forage, and create items that would heal you, or give you stealth boosts, or enhance your endurance, was new and a good addition to the game. No more having to rely on just four bottles! If you get hit and you're dying, you can eat fifty apples to get back on track (and you WILL get several hundred apples over the course of the game).Weapons - This is a love-hate relationship. I loved all the different weapons that you could get in the game, but I hated how QUICKLY they broke. Some of them were really cool/funny (The Castle Guard Series, the mops/brooms, the Lynel Weapons), but the fact that they broke so swiftly made getting them kind of pointless at times. And the fact that the Master Sword broke too was annoying, even if it recharged after a couple of minutes.The Divine Beasts - These are so COOL. I love the whole steampunk look, but also the fact that each divine beast has different functions and challenges made it more fun. And there were multiple ways to defeat the Blights, so what might work for some people wouldn't work for others.The Music - so simple and so soothing. The music itself is amazing, and perfectly sets the mood for the game. I especially liked the music for the Rito Village (and Revali's theme), Tarrey Town, and the Ganon battles. It's an excellent soundtrack, and it's not the first time I've wished that Zelda also released official albums for their games.Lack of a Companion - one thing that always irritated me about previous Zelda games was the annoying companion that followed you around (Midna being the only exception from Twilight Princess). But in this game, there's none of that, which is really nice.Master Mode - SO HARD. It forces you to be creative in some of your fights, and it made me angry enough to rage quit on the Master Sword DLC, which I've never done before. Basically, it's very challenging.Things I didn't like:The Shrines - There are 120 of them, and some of them are trial by combat, some of them are puzzles, and some of them are memory-based with no hope of remembrance (Dueling Peaks, I'm looking at you). They were fun at first, but after a while, they got exhausting. But unfortunately, they're necessary if you want more hearts and stamina. The only shrine I really, absolutely liked, was the one on Eventide Island, because Survival Man is my jam. Honestly, I wish they had a couple of traditional Zelda dungeons thrown in with the shrines - it would have made the game much better in my opinion.The Weapons - as mentioned aboveThe Korok Seeds - there are over 800 of these mofos scattered around the map. EIGHT HUNDRED. And there's a limit as to how much you can expand your weapon/shield/bow stash, even if you DO find all 800 of them, which makes a good majority of the Korok seeds useless. If there were like 200 of these to find, I probably wouldn't have been so aggravated trying to find them all, but no, there's over 800 and there's no point for most of them.The Story - one thing I've greatly enjoyed about the Zelda series is the story. And while BOTW does offer one, it's a little...lacking. The only thing I really enjoyed about it was the development of Zelda's character, which was the only substantial part of the story. There's too many things to do, and not enough story to support it. Just quick little flashbacks that almost feel like afterthoughts. I don't mind the whole memory loss thing, I just wish there was more to the plot of the game.The Voice Acting - Don't get me wrong, I love how they even HAD voice acting in the first place. I just wish they picked BETTER voice actors. The only ones I liked were Urbosa, Mipha, and Revali. The others...not so much.Calamity Ganon - they build him up as the big bad, the one you MUST defeat, the hardest villain of all...and then it's a disappointment. The only time it got difficult for me was when it teleported me into the field with my horse, and I happened to have Ganon's giganto horse with me at the time, which unfortunately can't sprint.Overall, I really liked the game - while some parts were lacking, it was very different compared to other, more traditional Zelda games. It's very easy to get sucked into it and to lose months of your life to it. And I would recommend the DLCs. They're not super expensive, and they add more challenge and bonuses to the game, as well as more story (and what feels like an actual Zelda dungeon and boss fight!). So Four out of Five Stars.",8,ZELDA BOTW,AMAZON,2019-11-11
"(no spoilers)It's no ""Ocarina of Time"" or even ""Majora's Mask"" but I gotta say, Breath of the Wild is great. IMO better than Wind Waker and Twilight Princess combined! I don't normally jump on the hype train but between the Nintendo Switch and Zelda, I decided to go for it. Now, I wouldn't say this is ""the greatest game of all time!!!!!"" like most claim but it is quite epic.Here's a detailed list of my likes/dislikes:Likes:+ Combat ~ the combat is incredibly smooth. It can be challenging at times, but easy to maneuver.+ Graphics ~ while the graphics may seem lacking at first, after a couple hours the game looks beautiful. It's definitely unique and looks good in both 720p and 1080p. (handheld vs tv mode)  Same goes for games like Wind Waker or Tell Tale TWD: after you get into the mindset, they look nice.+ Storyline ~ I haven't had a stale minute yet. The main storyline is interesting and it even has cinematics/cutscenes! (I'm hoping the main storyline is very long)+ Horses ~ I really dig the new horse system. I'll always love Epona but Epona2 will manage.+ Weapons ~ I love the fact that all weapons have durability. Yes, your weapon won't last forever and you will have to replace it (sometimes within a few swings) but this keeps the combat very fresh and interesting. AND there is a huge array of weapons which is fantastic any way you slice it. You will be forced to pick up a few tree branches from time to time.+ Cooking ~ the amount of different foods/supplies/recipes is nuts! Mix anything together and it will pop out a new recipe.+ Armor ~ woot! many different armor models with set bonuses! Even helmets :D+ Treasure Hunts ~ there are many different easter eggs/open world puzzles/etc out there. If you see something peculiar, go check it out. Odd's are, you will find something of rarity. It could be a strange looking landmark or a hidden hole in the ground, every moment is a breath of fresh air. I feel like I'm on survivor and keep spotting potential hidden immunity landmarks lol.+ Open World ~ this is a double edged sword IMO, I will explain below. However, one of the most jaw-dropping features of this game is how massive it is. Especially when its capable on a handheld. And the loading screens are rare yet speedy.Dislikes:- Soundtrack ~ this is severely lacking. Most of the game is quiet. Yes, its great hearing the sounds of nature all around you but most games have both.- Settings ~ I guess this applies to the Nintendo Switch as well but there are minimal settings to choose from. For example, there is an in-game tracker that makes beeping noises. I wanted to turn it down, however there are absolutely 0 audio settings. This means you cannot adjust music volume, dialog etc.- Controls ~ the controls are VERY funky compared to the average console. I don't understand why every platform insists on using a different layout but it makes it difficult for everyone. Zelda BOTW controls on a PS4 controller would look like this: X is the back button, Triangle is the sprint button, Circle is the interact button, Square is the attack button. You can change the controls very mildly, the settings only allow you to switch sprint with back (X vs Triangle). In this day and age, you should be able to map out any keybinds you wish.-  Played Time ~ again, for being 2017 without this feature is beyond me. Most games show you how long you've played your saved game. IE 7days 5hours etc. However, Zelda BOTW does not. This is a very convenient feature to have for, say, making a review. I haven't manually kept track of how long I've played unfortunately, it would be nice to be able to include that in my review.- Inventory Space ~ you do expand it eventually but, man, sometimes your weapons don't break fast enough in order to pick more up. You'll be constantly throwing your weps just to make room.- Side Quests ~ I haven't played a huge amount of time but as I've seen, I've wished there were more frequent side quests. My biggest concern with a game is blowing through a main storyline too quickly.- Camera ~ as I've said before, there are minimal settings to choose from. One of the options is to adjust camera sensitivity/speed, EXCEPT its missing two separate settings for vertical/horizontal camera speeds. It is combined (to the best of my knowledge). So in example, I am using the setting ""Fast"" but it is too fast for vertical panning yet way too slow for horizontal panning. This is a huge pain in the butt because if I adjust it to ""Very Fast"" then my horizontal camera speed will be good but the vertical camera speed will be uncontrollable.- Open World ~ its a like/dislike for me. Although, I love huge open worlds, there must be some order to a video game. BOTW seems to drop you into a world with little direction. Which, personally I enjoy but it's risky for losing interest faster. A goal is always needed, I've noticed sometimes that goal is hard to spot.Well, thats it. There are many more points I could touch but I may be ranting at this point. I hope I helped at least one person with this review! My overall statement would be to give this game a fighting chance. Ignore the hype, ignore the name ""Zelda"" slapped on the cover. Just play the game with no reservations. If you like it, you like it. In my opinion, the first hour or two was a little dull. I almost let the hype disappoint me but after playing a few more hours, I really started to enjoy it. And now each day that I continue to play it, I get more hooked. It was well worth shelling out the bucks for a Nintendo Switch+accessories AND breath of the wild.This is a 5 star game! Recommended!...but 4 stars because of the lack of settings mostly...and also my Zelda:BOTW game box came cracked, it is missing one of the latches completely so the game case doesn't stay closed. In addition, it wasn't sealed. It was loosely covered in plastic that had clearly been opened. Used or not, it works just fine so I can't complain. (okay maybe a little lol)",8,ZELDA BOTW,AMAZON,2017-04-09
"After years of hearing about how BotW is the best Zelda game ever -- and possibly even the best overall game ever! -- I finally bought a copy to play through for myself. My summary below is based on my ~80 hours of BotW playthrough. With the exception of about 200 of the 900 total korok seeds, I completed virtually all aspects of the game, including completing all 120 shrines and freeing all four divine beasts.First, the good: the overworld! Yeah, BotW simply nails the overworld! There are sooo many ways to interact with the overworld that you really feel immersed in the game when you play. The physics engine is very nice and full of possibilities largely constrained only by the player's creativity. Ans simply roaming through the overworld and ""doing things"" without any particular agenda whatsoever is easily the greatest draw of the game, IMHO.However, the not-so-good is plentiful.1) Repetition: Sure, the first 20 hours or so of gameplay are amazing and filled with tons of new discoveries. However, the remaining 60+ hours are highly similar with virtually no novelties. I'll give two examples:a) All 120 shrines are extremely similar. None of them have bosses (sorry, the occasional guardian doesn't count). Many are completely empty of any enemy whatsoever. While the first 20 or so are clearly designed to teach you game mechanics, the remaining 100 are a virtually pointless waste of time. Unless you have a 100% completion fetish, there is just no reason to complete more than the bare minimal needed number of shrines. They really start to become an annoyance after about 30 or so. If you have ever played Castlevania 2 with its ""seemingly-unfinished mansions"", you'll likely have deja vu here.b) Kurok seeds. Believe it or not, the problem isn't that there are 900 of them. The problem is that virtually all of them have one of about 15 possible solutions. I mean, the first time you see a circle of rocks with a missing stone, it's fun to play around until you figure out to place a stone in the open spot. But after you've seen such a circle of rocks FORTY SEVEN times, the repetition becomes unpalatable.2) Destructible Weapons: I see what the developers were trying for here, but man oh man, it just doesn't work. Most weapons are good for 10-20 hits and then they irreparably break. This mechanism is present from the start of the game, including whatever weapon you very first pick up (most likely a tree branch). The impact on how this affects the player is predictable: the player learns from the get-go to run from enemies when at all possible and hoard their weapons like they are sacred cows. Sure, I could use the amazing axe I just found on this very hard enemy in front of me, but what if there is an even harder enemy just down the road that I'll wish I had saved it for? The player ends up going for ""safe boring kills"" wherein they find a spot sheltered from the enemy where they can lob bombs at the enemy over and over and over and over ... and over again until they finally die. Did I mention repetitious? I bet most players finish the game with a hoard of 10+ very strong weapons that they were too afraid to ever use.3) Lack of an All Encompassing Story Line: Nearly everything in BotW is optional. There are entire sections of the overworld that never need to be stepped in to complete the main quest. Virtually all of the Zelda series predecessor games tied their numerous sub-quests into the the main quest. You always felt like whatever you were doing was being done because it would directly lead to completing the main quest. But in BotW the numerous side-quests (and yes, there are numerous of them -- 76!) feel pointless and unrelated to anything at all. Go hunt down a special herb so a husband can make a special dinner for his wife and give you something pointless in return for your efforts.All that being said, the overworld in BotW is a lot of fun to play with. I suspect the overworld and its playing mechanisms were first developed, and when the developers realized how much fun it was just to pointlessly play around in it, they decided to try to integrate a Zelda story into it.",6,ZELDA BOTW,AMAZON,2022-09-06
"Es un juegazo pero si no tienes dinero mejor busca la eShop a veces es más barato ahí o puede que no si eres pobre no compres una Nintendo, compra xbox.",10,ZELDA BOTW,AMAZON,2022-12-27
